id,dispatch_time,incident_type,priority_number,units_arrived_at_scene
8026,2023-03-15 09:39,Medical,12,3
8027,2023-08-05 12:30,Motor Vehicle Accident,5,5
8028,2023-03-22 07:38,Airport Standby,1,11
8029,2023-02-24 11:02,Medical,5,3
8030,2023-05-10 15:14,Motor Vehicle Accident,4,1
8031,2023-04-19 20:47,Motor Vehicle Accident,5,6
8032,2023-06-10 18:06,Medical,4,14
8033,2023-11-01 17:52,Motor Vehicle Accident,9,3
8034,2023-12-01 09:33,Other,12,5
8035,2023-02-10 21:28,Fire,5,5
8036,2023-11-22 14:26,Motor Vehicle Accident,4,9
8037,2023-01-25 09:38,Other,11,3
8038,2023-06-01 18:34,Other,11,6
8039,2023-09-28 06:55,Emergency Transfer,5,5
8040,2023-11-28 12:53,Medical,4,6
8041,2023-01-27 01:11,Motor Vehicle Accident,1,3
8042,2023-04-22 20:12,Motor Vehicle Accident,9,6
8043,2023-10-08 16:02,Medical,5,3
8044,2023-03-14 02:53,Other,9,7
8045,2023-07-25 13:46,Other,3,3
8046,2023-12-31 13:17,Other,9,9
8047,2023-06-09 21:13,Motor Vehicle Accident,4,3
8048,2023-12-23 12:30,Motor Vehicle Accident,14,2
8049,2023-06-17 17:06,Medical,9,5
8050,2023-01-18 20:46,Medical,5,6
8051,2023-07-15 06:35,Emergency Transfer,3,3
8052,2023-12-26 07:41,Motor Vehicle Accident,9,7
8053,2023-09-28 13:13,Medical,3,5
8054,2023-05-15 16:54,Motor Vehicle Accident,9,9
8055,2023-08-22 18:40,Medical,5,2
8056,2023-05-25 06:27,Motor Vehicle Accident,5,2
8057,2023-11-11 07:46,Other,3,5
8058,2023-09-21 09:21,Medical,3,0
8059,2023-02-02 21:53,Medical,1,5
8060,2023-08-06 21:19,Other,4,4
8061,2023-11-26 00:04,Fire,5,5
8062,2023-02-10 21:15,Other,5,3
8063,2023-11-02 14:50,Fire,4,3
8064,2023-06-28 15:59,Fire,11,9
8065,2023-07-06 11:22,Other,9,6
8066,2023-11-03 16:08,Motor Vehicle Accident,4,6
8067,2023-05-16 08:23,Motor Vehicle Accident,9,8
8068,2023-03-30 20:50,Motor Vehicle Accident,3,9
8069,2023-10-18 08:50,Medical,1,2
8070,2023-03-26 08:55,Medical,1,3
8071,2023-08-26 08:37,Airport Standby,12,0
8072,2023-04-04 04:54,Other,4,3
8073,2023-01-22 13:03,Medical,12,1
8074,2023-10-14 16:19,Medical,5,1
8075,2023-09-30 21:12,Motor Vehicle Accident,1,4
8076,2023-01-13 17:02,Fire,5,2
8077,2023-01-30 17:35,Fire,5,5
8078,2023-01-05 15:31,Emergency Transfer,4,7
8079,2023-09-08 19:53,Motor Vehicle Accident,13,2
8080,2023-05-10 07:29,Medical,3,6
8081,2023-02-21 08:12,Airport Standby,5,6
8082,2023-02-11 03:23,Other,9,2
8083,2023-09-13 10:58,Motor Vehicle Accident,3,8
8084,2023-08-23 07:53,Medical,5,6
8085,2023-08-28 17:38,Motor Vehicle Accident,5,3
8086,2023-09-22 17:48,Motor Vehicle Accident,4,6
8087,2023-11-01 09:09,Airport Standby,9,4
8088,2023-03-17 04:57,Other,1,1
8089,2023-03-24 06:40,Medical,4,4
8090,2023-04-22 09:06,Medical,3,5
8091,2023-06-22 10:10,Medical,4,2
8092,2023-01-04 03:11,Fire,4,3
8093,2023-04-13 10:50,Fire,1,6
8094,2023-12-12 08:39,Airport Standby,4,5
8095,2023-07-01 11:46,Medical,3,5
8096,2023-06-23 20:16,Medical,12,4
8097,2023-10-19 08:58,Emergency Transfer,1,2
8098,2023-12-21 01:05,Medical,4,3
8099,2023-02-19 00:04,Emergency Transfer,5,10
8100,2023-05-07 15:37,Fire,9,5
8101,2023-11-29 01:09,Fire,1,8
8102,2023-02-02 21:29,Medical,1,7
8103,2023-05-19 16:59,Other,12,5
8104,2023-08-17 23:39,Fire,3,8
8105,2023-07-11 03:51,Fire,4,1
8106,2023-03-30 17:05,Medical,11,7
8107,2023-09-11 23:17,Fire,5,2
8108,2023-01-21 13:48,Emergency Transfer,5,7
8109,2023-04-04 20:40,Motor Vehicle Accident,13,2
8110,2023-09-10 19:15,Fire,3,6
8111,2023-08-20 01:33,Motor Vehicle Accident,13,3
8112,2023-09-12 09:08,Fire,4,1
8113,2023-04-02 06:09,Other,5,4
8114,2023-04-08 22:10,Other,1,5
8115,2023-01-15 12:36,Fire,1,5
8116,2023-12-05 16:25,Fire,4,1
8117,2023-05-27 14:48,Medical,4,7
8118,2023-10-03 06:05,Fire,3,9
8119,2023-02-24 04:19,Motor Vehicle Accident,9,0
8120,2023-11-09 15:50,Motor Vehicle Accident,5,3
8121,2023-07-22 18:16,Fire,1,2
8122,2023-05-19 02:01,Motor Vehicle Accident,3,4
8123,2023-02-08 02:04,Medical,4,1
8124,2023-05-13 10:16,Motor Vehicle Accident,9,12
8125,2023-12-27 10:53,Medical,4,9
8126,2023-10-31 02:45,Medical,1,4
8127,2023-06-03 15:44,Other,4,7
8128,2023-01-10 22:08,Medical,4,9
8129,2023-08-25 11:01,Medical,9,5
8130,2023-08-30 08:47,Medical,11,5
8131,2023-06-17 13:28,Motor Vehicle Accident,4,4
8132,2023-12-22 23:01,Emergency Transfer,1,6
8133,2023-01-19 09:58,Medical,1,5
8134,2023-02-26 07:04,Emergency Transfer,4,3
8135,2023-09-03 22:44,Fire,4,8
8136,2023-08-22 02:39,Other,3,2
8137,2023-02-09 09:12,Fire,5,3
8138,2023-05-28 04:18,Emergency Transfer,11,11
8139,2023-11-16 08:13,Medical,4,10
8140,2023-08-25 13:02,Medical,1,4
8141,2023-01-17 18:25,Motor Vehicle Accident,9,7
8142,2023-09-05 21:26,Fire,11,6
8143,2023-04-06 19:50,Motor Vehicle Accident,4,7
8144,2023-05-26 04:10,Emergency Transfer,5,3
8145,2023-12-06 15:52,Medical,4,5
8146,2023-02-21 08:19,Motor Vehicle Accident,3,2
8147,2023-09-12 01:33,Emergency Transfer,5,3
8148,2023-11-19 04:58,Motor Vehicle Accident,5,7
8149,2023-04-08 15:12,Other,9,1
8150,2023-08-10 12:44,Other,3,2
8151,2023-05-01 10:18,Medical,3,4
8152,2023-12-08 03:15,Fire,5,9
8153,2023-07-10 08:04,Motor Vehicle Accident,1,1
8154,2023-06-29 05:37,Emergency Transfer,4,7
8155,2023-02-23 02:59,Other,4,7
8156,2023-09-17 00:19,Medical,5,4
8157,2023-09-13 11:04,Motor Vehicle Accident,3,2
8158,2023-01-06 11:54,Medical,4,6
8159,2023-09-29 15:47,Medical,5,2
8160,2023-06-15 21:26,Medical,3,8
8161,2023-11-27 12:32,Other,14,10
8162,2023-10-03 11:29,Medical,5,4
8163,2023-02-09 13:51,Motor Vehicle Accident,4,3
8164,2023-10-10 14:40,Medical,5,10
8165,2023-08-19 18:54,Motor Vehicle Accident,5,9
8166,2023-07-07 14:57,Fire,5,6
8167,2023-07-09 16:44,Medical,1,6
8168,2023-08-25 23:48,Fire,4,8
8169,2023-06-28 09:50,Medical,4,6
8170,2023-09-11 10:08,Emergency Transfer,3,6
8171,2023-05-22 19:22,Emergency Transfer,1,1
8172,2023-02-01 00:06,Motor Vehicle Accident,4,4
8173,2023-05-03 11:51,Motor Vehicle Accident,4,6
8174,2023-06-06 16:25,Medical,5,4
8175,2023-08-21 20:09,Emergency Transfer,5,6
8176,2023-12-13 15:07,Other,4,9
8177,2023-02-07 06:50,Motor Vehicle Accident,3,1
8178,2023-07-21 17:42,Other,4,10
8179,2023-06-11 02:26,Other,9,4
8180,2023-11-08 09:04,Motor Vehicle Accident,9,7
8181,2023-06-16 15:12,Other,4,5
8182,2023-05-09 19:22,Motor Vehicle Accident,5,10
8183,2023-08-20 00:10,Medical,1,6
8184,2023-07-07 11:42,Medical,13,3
8185,2023-01-02 16:09,Motor Vehicle Accident,3,7
8186,2023-05-02 02:49,Motor Vehicle Accident,3,8
8187,2023-03-08 05:04,Other,4,4
8188,2023-03-07 21:21,Medical,1,3
8189,2023-10-05 02:41,Other,4,9
8190,2023-01-23 22:01,Motor Vehicle Accident,3,4
8191,2023-06-28 07:10,Medical,4,5
8192,2023-11-10 10:02,Motor Vehicle Accident,4,11
8193,2023-05-12 02:57,Other,1,3
8194,2023-02-13 19:14,Airport Standby,4,2
8195,2023-05-15 07:27,Fire,11,0
8196,2023-01-04 06:34,Motor Vehicle Accident,5,1
8197,2023-10-22 11:46,Fire,13,12
8198,2023-11-21 16:49,Medical,13,5
8199,2023-08-29 06:42,Medical,4,1
8200,2023-01-06 05:55,Other,5,9
8201,2023-10-05 10:29,Medical,1,2
8202,2023-10-28 06:03,Medical,4,3
8203,2023-05-27 13:21,Medical,11,0
8204,2023-03-23 06:59,Other,11,1
8205,2023-11-17 14:47,Emergency Transfer,5,6
8206,2023-03-23 01:18,Motor Vehicle Accident,3,2
8207,2023-03-02 10:51,Medical,9,7
8208,2023-08-28 09:13,Emergency Transfer,4,8
8209,2023-10-24 18:01,Emergency Transfer,1,6
8210,2023-03-24 01:01,Motor Vehicle Accident,3,4
8211,2023-10-30 07:56,Other,4,1
8212,2023-12-12 17:03,Other,13,9
8213,2023-04-17 05:29,Motor Vehicle Accident,3,4
8214,2023-07-02 03:23,Motor Vehicle Accident,1,5
8215,2023-01-27 21:03,Medical,9,3
8216,2023-05-16 10:34,Motor Vehicle Accident,12,8
8217,2023-12-13 08:47,Motor Vehicle Accident,5,4
8218,2023-03-22 09:13,Fire,9,6
8219,2023-07-26 15:38,Emergency Transfer,9,3
8220,2023-09-02 04:28,Motor Vehicle Accident,9,5
8221,2023-07-12 10:41,Medical,4,10
8222,2023-01-28 19:54,Medical,1,6
8223,2023-11-04 02:19,Medical,9,4
8224,2023-01-28 00:45,Other,9,7
8225,2023-01-16 03:41,Medical,3,8
8226,2023-05-27 02:44,Other,4,11
8227,2023-04-08 11:34,Other,4,4
8228,2023-03-11 04:32,Motor Vehicle Accident,1,1
8229,2023-07-19 16:58,Motor Vehicle Accident,4,7
8230,2023-05-06 17:49,Other,4,7
8231,2023-04-01 19:09,Medical,1,8
8232,2023-12-04 04:03,Other,9,1
8233,2023-06-26 21:07,Medical,12,5
8234,2023-07-25 10:58,Medical,12,2
8235,2023-01-08 05:36,Motor Vehicle Accident,1,8
8236,2023-11-02 02:03,Other,1,1
8237,2023-06-29 22:16,Medical,5,4
8238,2023-01-15 03:58,Medical,9,8
8239,2023-01-09 04:14,Medical,4,0
8240,2023-09-15 21:02,Fire,12,7
8241,2023-09-11 13:54,Fire,11,5
8242,2023-07-22 07:52,Other,3,6
8243,2023-11-20 11:53,Medical,9,0
8244,2023-11-22 04:14,Motor Vehicle Accident,5,5
8245,2023-02-12 02:28,Medical,9,8
8246,2023-04-03 01:22,Other,1,6
8247,2023-03-21 06:04,Medical,4,8
8248,2023-04-28 16:51,Medical,5,3
8249,2023-03-27 21:09,Motor Vehicle Accident,5,4
8250,2023-05-15 16:19,Medical,4,3
8251,2023-03-16 07:05,Medical,9,9
8252,2023-01-21 10:19,Medical,1,4
8253,2023-05-11 14:39,Motor Vehicle Accident,3,8
8254,2023-04-21 12:00,Fire,5,10
8255,2023-11-12 21:41,Medical,13,5
8256,2023-01-22 05:50,Medical,4,3
8257,2023-12-14 02:09,Medical,9,2
8258,2023-08-12 22:39,Medical,3,6
8259,2023-09-14 20:48,Motor Vehicle Accident,3,6
8260,2023-10-19 23:25,Medical,9,7
8261,2023-10-09 20:12,Other,4,2
8262,2023-04-13 00:13,Medical,9,4
8263,2023-09-17 11:41,Emergency Transfer,14,5
8264,2023-10-03 22:47,Medical,1,5
8265,2023-03-20 05:19,Motor Vehicle Accident,9,9
8266,2023-12-21 11:58,Emergency Transfer,11,9
8267,2023-03-04 00:49,Other,1,7
8268,2023-10-16 18:28,Other,9,3
8269,2023-05-07 04:05,Airport Standby,4,6
8270,2023-03-03 05:25,Other,4,3
8271,2023-11-09 15:06,Fire,9,3
8272,2023-12-25 00:08,Medical,4,10
8273,2023-09-13 02:56,Motor Vehicle Accident,4,1
8274,2023-01-28 19:02,Medical,5,14
8275,2023-07-22 00:14,Other,5,6
8276,2023-09-29 05:01,Medical,3,10
8277,2023-10-21 19:34,Other,4,7
8278,2023-11-11 12:50,Fire,9,11
8279,2023-08-25 01:45,Motor Vehicle Accident,4,2
8280,2023-04-27 13:22,Airport Standby,1,4
8281,2023-05-08 22:31,Emergency Transfer,1,4
8282,2023-01-10 11:42,Motor Vehicle Accident,4,9
8283,2023-12-15 01:31,Other,9,8
8284,2023-10-13 05:42,Other,5,2
8285,2023-05-03 23:35,Medical,5,3
8286,2023-03-31 06:36,Motor Vehicle Accident,9,5
8287,2023-04-24 23:14,Other,4,9
8288,2023-03-29 06:40,Medical,4,1
8289,2023-06-07 18:23,Motor Vehicle Accident,9,8
8290,2023-12-18 04:36,Motor Vehicle Accident,4,5
8291,2023-09-20 15:35,Motor Vehicle Accident,9,3
8292,2023-12-21 06:07,Medical,3,7
8293,2023-07-08 10:43,Medical,5,6
8294,2023-05-17 10:40,Other,3,7
8295,2023-07-28 01:31,Motor Vehicle Accident,4,11
8296,2023-12-28 13:42,Medical,4,5
8297,2023-10-27 07:26,Motor Vehicle Accident,3,10
8298,2023-11-09 11:01,Emergency Transfer,9,8
8299,2023-01-11 04:44,Motor Vehicle Accident,12,7
8300,2023-06-17 18:58,Motor Vehicle Accident,13,3
8301,2023-02-09 16:27,Other,1,4
8302,2023-08-10 03:37,Other,4,3
8303,2023-12-27 09:33,Medical,9,3
8304,2023-11-25 15:23,Other,3,2
8305,2023-12-27 17:53,Other,4,6
8306,2023-03-09 02:24,Medical,3,5
8307,2023-01-17 22:11,Other,4,7
8308,2023-08-26 14:33,Medical,11,9
8309,2023-02-01 17:35,Motor Vehicle Accident,1,8
8310,2023-07-23 13:18,Motor Vehicle Accident,11,7
8311,2023-08-29 08:31,Emergency Transfer,4,8
8312,2023-06-03 21:24,Other,1,7
8313,2023-07-14 12:15,Fire,5,8
8314,2023-09-12 03:23,Emergency Transfer,13,7
8315,2023-03-15 20:14,Airport Standby,9,5
8316,2023-01-29 13:11,Motor Vehicle Accident,5,7
8317,2023-05-31 01:44,Other,3,2
8318,2023-09-01 00:15,Motor Vehicle Accident,5,7
8319,2023-11-01 04:49,Medical,13,6
8320,2023-03-29 00:48,Medical,9,3
8321,2023-11-18 00:50,Medical,5,6
8322,2023-09-15 13:28,Medical,4,3
8323,2023-06-28 23:16,Other,5,9
8324,2023-09-25 19:00,Motor Vehicle Accident,1,1
8325,2023-10-31 19:38,Other,1,9
8326,2023-02-27 00:12,Motor Vehicle Accident,5,6
8327,2023-01-09 14:53,Other,1,8
8328,2023-09-09 04:32,Motor Vehicle Accident,4,6
8329,2023-03-03 18:29,Other,5,5
8330,2023-07-07 23:28,Motor Vehicle Accident,9,4
8331,2023-05-08 21:01,Motor Vehicle Accident,5,3
8332,2023-04-17 04:37,Motor Vehicle Accident,12,6
8333,2023-04-05 23:16,Fire,4,4
8334,2023-07-29 19:31,Medical,5,6
8335,2023-05-21 11:04,Medical,5,10
8336,2023-02-14 13:27,Motor Vehicle Accident,11,4
8337,2023-06-10 05:05,Emergency Transfer,3,2
8338,2023-08-17 00:36,Medical,9,9
8339,2023-04-07 23:22,Medical,5,11
8340,2023-03-08 00:35,Motor Vehicle Accident,4,5
8341,2023-09-17 02:27,Other,4,5
8342,2023-09-14 05:08,Emergency Transfer,5,2
8343,2023-06-01 13:47,Medical,3,5
8344,2023-06-13 19:03,Motor Vehicle Accident,1,13
8345,2023-07-08 19:51,Motor Vehicle Accident,3,2
8346,2023-03-21 23:28,Motor Vehicle Accident,1,3
8347,2023-02-19 11:44,Other,1,4
8348,2023-09-10 13:56,Airport Standby,12,6
8349,2023-05-08 15:19,Other,9,4
8350,2023-08-22 23:55,Fire,1,4
8351,2023-07-29 21:21,Other,5,4
8352,2023-09-05 03:46,Airport Standby,1,3
8353,2023-01-01 18:11,Medical,4,5
8354,2023-12-20 10:16,Airport Standby,1,1
8355,2023-06-20 16:03,Emergency Transfer,4,5
8356,2023-02-22 01:00,Emergency Transfer,3,7
8357,2023-09-09 22:39,Motor Vehicle Accident,4,1
8358,2023-02-12 05:25,Medical,4,4
8359,2023-05-13 15:43,Other,11,6
8360,2023-11-22 17:43,Emergency Transfer,3,6
8361,2023-01-08 11:26,Other,5,7
8362,2023-11-24 10:54,Medical,3,6
8363,2023-03-15 17:19,Medical,1,4
8364,2023-11-11 06:09,Other,1,6
8365,2023-03-02 22:53,Other,1,3
8366,2023-05-22 12:04,Fire,5,5
8367,2023-04-25 14:59,Medical,3,1
8368,2023-12-01 16:47,Other,5,4
8369,2023-08-28 04:43,Medical,1,9
8370,2023-12-01 14:26,Medical,5,2
8371,2023-09-15 14:26,Motor Vehicle Accident,5,6
8372,2023-10-23 23:33,Motor Vehicle Accident,3,0
8373,2023-12-07 14:17,Other,3,15
8374,2023-09-06 12:49,Other,9,4
8375,2023-10-31 13:28,Fire,4,2
8376,2023-01-08 22:19,Motor Vehicle Accident,3,12
8377,2023-12-24 13:09,Motor Vehicle Accident,4,5
8378,2023-10-13 18:59,Other,3,2
8379,2023-12-24 21:20,Emergency Transfer,11,3
8380,2023-07-16 07:11,Motor Vehicle Accident,9,4
8381,2023-08-12 04:53,Other,5,6
8382,2023-12-03 19:32,Medical,4,3
8383,2023-01-14 12:36,Other,9,6
8384,2023-02-19 03:19,Motor Vehicle Accident,5,4
8385,2023-08-09 07:15,Medical,4,9
8386,2023-02-24 18:29,Fire,4,9
8387,2023-06-12 12:48,Medical,4,4
8388,2023-04-24 00:02,Medical,4,11
8389,2023-11-10 01:29,Medical,1,0
8390,2023-02-08 06:41,Fire,14,6
8391,2023-05-26 20:03,Fire,4,0
8392,2023-02-07 19:41,Motor Vehicle Accident,3,3
8393,2023-10-18 16:08,Medical,5,8
8394,2023-07-03 18:50,Other,3,1
8395,2023-05-15 10:59,Medical,14,2
8396,2023-07-17 10:00,Motor Vehicle Accident,4,3
8397,2023-06-03 18:26,Airport Standby,4,3
8398,2023-02-05 04:54,Motor Vehicle Accident,4,4
8399,2023-07-05 05:45,Medical,4,4
8400,2023-04-27 20:38,Medical,11,6
8401,2023-08-14 04:41,Emergency Transfer,11,6
8402,2023-04-23 23:05,Motor Vehicle Accident,4,6
8403,2023-09-05 20:11,Medical,14,2
8404,2023-08-23 02:33,Motor Vehicle Accident,1,10
8405,2023-11-12 21:47,Medical,1,7
8406,2023-11-27 14:43,Medical,4,0
8407,2023-08-25 05:04,Other,3,0
8408,2023-04-01 07:57,Motor Vehicle Accident,9,9
8409,2023-08-20 01:04,Medical,9,4
8410,2023-04-19 02:32,Motor Vehicle Accident,9,4
8411,2023-09-07 16:17,Other,5,6
8412,2023-06-20 14:11,Other,3,9
8413,2023-03-21 22:01,Medical,4,0
8414,2023-11-18 06:50,Medical,1,5
8415,2023-04-10 13:19,Medical,9,9
8416,2023-06-16 09:41,Motor Vehicle Accident,5,6
8417,2023-09-04 07:17,Motor Vehicle Accident,3,8
8418,2023-06-19 09:12,Other,4,6
8419,2023-02-09 02:40,Motor Vehicle Accident,3,5
8420,2023-01-11 08:55,Medical,1,7
8421,2023-02-19 02:55,Motor Vehicle Accident,4,8
8422,2023-01-18 12:39,Medical,4,4
8423,2023-01-14 04:43,Other,4,6
8424,2023-09-08 19:09,Motor Vehicle Accident,3,1
8425,2023-02-13 22:57,Medical,4,8
8426,2023-03-30 09:20,Medical,4,3
8427,2023-01-14 22:19,Fire,3,8
8428,2023-05-01 17:19,Motor Vehicle Accident,4,4
8429,2023-11-25 22:44,Motor Vehicle Accident,5,8
8430,2023-05-27 17:09,Medical,4,1
8431,2023-01-01 20:51,Medical,4,4
8432,2023-04-13 07:09,Medical,3,9
8433,2023-02-02 12:19,Motor Vehicle Accident,3,5
8434,2023-04-28 23:00,Emergency Transfer,9,4
8435,2023-10-07 14:15,Medical,5,5
8436,2023-01-13 09:02,Other,4,6
8437,2023-05-25 17:31,Medical,3,8
8438,2023-10-27 05:08,Motor Vehicle Accident,5,4
8439,2023-11-27 09:21,Motor Vehicle Accident,3,5
8440,2023-04-23 22:23,Medical,9,4
8441,2023-04-26 12:21,Motor Vehicle Accident,9,5
8442,2023-02-18 05:56,Emergency Transfer,4,5
8443,2023-11-26 08:32,Medical,3,2
8444,2023-11-21 18:07,Other,3,4
8445,2023-03-22 07:43,Fire,4,2
8446,2023-05-13 10:05,Medical,3,5
8447,2023-10-02 13:14,Motor Vehicle Accident,4,5
8448,2023-03-03 15:29,Motor Vehicle Accident,5,8
8449,2023-10-10 02:57,Motor Vehicle Accident,3,6
8450,2023-05-19 10:28,Medical,4,5
8451,2023-06-24 05:34,Medical,5,6
8452,2023-04-26 20:02,Motor Vehicle Accident,3,12
8453,2023-12-08 06:04,Medical,4,8
8454,2023-07-16 16:05,Other,4,8
8455,2023-02-21 16:35,Motor Vehicle Accident,9,6
8456,2023-03-14 14:50,Medical,11,4
8457,2023-05-05 10:07,Motor Vehicle Accident,3,1
8458,2023-12-10 14:49,Medical,3,7
8459,2023-09-17 14:19,Fire,12,4
8460,2023-09-27 16:08,Fire,3,5
8461,2023-09-14 10:17,Medical,5,6
8462,2023-05-15 09:45,Motor Vehicle Accident,5,2
8463,2023-02-01 02:20,Airport Standby,5,2
8464,2023-09-06 21:46,Motor Vehicle Accident,11,4
8465,2023-12-17 17:19,Other,4,4
8466,2023-06-03 22:23,Medical,12,4
8467,2023-03-27 06:56,Motor Vehicle Accident,11,7
8468,2023-02-27 01:47,Motor Vehicle Accident,4,10
8469,2023-08-26 06:56,Airport Standby,4,2
8470,2023-03-20 00:11,Medical,4,5
8471,2023-01-03 07:56,Motor Vehicle Accident,5,2
8472,2023-08-02 10:12,Medical,9,1
8473,2023-09-29 23:03,Motor Vehicle Accident,14,3
8474,2023-12-08 01:34,Medical,1,9
8475,2023-05-04 02:22,Motor Vehicle Accident,3,7
8476,2023-09-02 16:14,Medical,3,8
8477,2023-07-27 20:26,Fire,3,7
8478,2023-01-31 13:08,Other,4,6
8479,2023-11-04 16:31,Medical,12,12
8480,2023-03-08 04:23,Emergency Transfer,12,7
8481,2023-07-24 04:32,Medical,11,3
8482,2023-03-30 14:34,Medical,1,3
8483,2023-03-06 17:23,Medical,5,2
8484,2023-05-19 17:10,Motor Vehicle Accident,9,2
8485,2023-10-18 22:23,Fire,3,9
8486,2023-02-14 02:38,Emergency Transfer,1,3
8487,2023-10-17 21:56,Emergency Transfer,4,5
8488,2023-01-26 02:41,Medical,5,6
8489,2023-11-23 11:14,Medical,5,1
8490,2023-04-17 13:28,Emergency Transfer,13,6
8491,2023-12-19 10:06,Other,3,2
8492,2023-06-03 05:18,Motor Vehicle Accident,1,7
8493,2023-09-30 04:20,Airport Standby,3,1
8494,2023-04-25 01:50,Other,14,3
8495,2023-11-07 19:33,Other,9,8
8496,2023-11-19 03:02,Medical,4,5
8497,2023-04-15 18:56,Motor Vehicle Accident,3,10
8498,2023-05-01 18:02,Motor Vehicle Accident,3,6
8499,2023-04-05 07:10,Airport Standby,5,3
8500,2023-04-12 12:26,Other,1,7
8501,2023-05-31 09:14,Other,1,6
8502,2023-08-28 19:28,Medical,12,2
8503,2023-08-24 19:37,Motor Vehicle Accident,5,6
8504,2023-02-03 03:12,Motor Vehicle Accident,4,4
8505,2023-03-04 10:50,Motor Vehicle Accident,5,7
8506,2023-06-23 19:28,Other,1,6
8507,2023-04-25 05:18,Fire,4,8
8508,2023-09-04 22:56,Motor Vehicle Accident,5,6
8509,2023-02-28 23:36,Fire,1,3
8510,2023-07-31 10:45,Fire,4,8
8511,2023-01-18 12:56,Fire,3,6
8512,2023-10-17 16:04,Motor Vehicle Accident,9,7
8513,2023-07-04 01:41,Motor Vehicle Accident,4,6
8514,2023-10-05 00:16,Other,9,12
8515,2023-08-07 21:53,Motor Vehicle Accident,3,8
8516,2023-05-31 00:33,Fire,5,5
8517,2023-12-23 17:56,Other,9,10
8518,2023-07-13 10:22,Other,3,4
8519,2023-12-30 21:03,Fire,3,6
8520,2023-09-01 10:16,Other,9,5
8521,2023-10-24 03:32,Motor Vehicle Accident,5,1
8522,2023-07-21 20:14,Motor Vehicle Accident,5,10
8523,2023-09-01 04:47,Fire,4,3
8524,2023-12-10 08:16,Other,1,6
8525,2023-03-02 14:57,Motor Vehicle Accident,1,6
8526,2023-12-28 21:53,Medical,4,7
8527,2023-08-28 10:24,Motor Vehicle Accident,3,4
8528,2023-09-12 05:56,Motor Vehicle Accident,1,5
8529,2023-03-03 18:03,Motor Vehicle Accident,5,8
8530,2023-03-01 18:21,Motor Vehicle Accident,5,1
8531,2023-08-15 04:29,Medical,9,4
8532,2023-03-31 07:19,Motor Vehicle Accident,3,1
8533,2023-03-16 00:54,Other,5,7
8534,2023-03-30 00:29,Emergency Transfer,4,9
8535,2023-02-19 22:53,Other,5,6
8536,2023-01-03 03:19,Emergency Transfer,1,5
8537,2023-06-16 04:07,Airport Standby,5,3
8538,2023-05-28 14:18,Medical,1,4
8539,2023-02-25 13:33,Medical,3,3
8540,2023-10-11 07:12,Fire,9,1
8541,2023-09-29 13:16,Other,3,1
8542,2023-12-16 20:45,Medical,3,4
8543,2023-02-15 03:09,Medical,9,4
8544,2023-05-14 13:52,Medical,4,5
8545,2023-09-06 17:15,Other,9,9
8546,2023-09-23 15:17,Medical,5,6
8547,2023-09-01 19:05,Emergency Transfer,5,2
8548,2023-06-02 01:25,Medical,1,6
8549,2023-08-14 19:40,Motor Vehicle Accident,1,2
8550,2023-08-12 18:27,Fire,3,8
8551,2023-05-18 05:33,Fire,4,5
8552,2023-04-11 12:51,Medical,3,6
8553,2023-04-08 14:02,Medical,9,7
8554,2023-04-01 04:19,Emergency Transfer,3,14
8555,2023-07-04 07:54,Motor Vehicle Accident,12,3
8556,2023-02-25 05:47,Other,5,5
8557,2023-04-27 11:43,Other,1,2
8558,2023-04-01 09:21,Medical,4,3
8559,2023-05-12 12:23,Medical,3,5
8560,2023-10-27 08:23,Emergency Transfer,1,7
8561,2023-02-22 22:20,Other,5,6
8562,2023-04-08 02:47,Other,1,3
8563,2023-06-01 23:18,Motor Vehicle Accident,4,4
8564,2023-08-23 03:10,Other,4,6
8565,2023-12-17 10:24,Medical,12,7
8566,2023-11-18 23:08,Other,4,4
8567,2023-03-25 06:06,Motor Vehicle Accident,1,5
8568,2023-12-29 21:28,Motor Vehicle Accident,4,7
8569,2023-03-26 23:05,Medical,5,3
8570,2023-10-02 00:06,Motor Vehicle Accident,5,5
8571,2023-10-25 03:32,Medical,9,5
8572,2023-05-29 23:08,Motor Vehicle Accident,5,7
8573,2023-11-10 19:37,Emergency Transfer,3,7
8574,2023-07-08 17:06,Emergency Transfer,4,5
8575,2023-01-01 05:04,Motor Vehicle Accident,1,4
8576,2023-09-09 15:42,Medical,3,8
8577,2023-01-16 11:46,Motor Vehicle Accident,4,4
8578,2023-05-08 12:57,Fire,5,3
8579,2023-11-10 20:53,Medical,4,5
8580,2023-12-12 20:00,Medical,9,4
8581,2023-07-04 07:20,Other,3,7
8582,2023-03-10 01:10,Emergency Transfer,9,5
8583,2023-09-11 22:02,Emergency Transfer,4,6
8584,2023-04-25 06:36,Medical,9,7
8585,2023-03-19 01:26,Fire,9,6
8586,2023-04-19 04:05,Other,5,6
8587,2023-11-08 09:02,Motor Vehicle Accident,4,2
8588,2023-10-07 06:14,Medical,1,6
8589,2023-03-12 17:01,Medical,4,5
8590,2023-02-22 04:45,Other,3,5
8591,2023-02-24 23:39,Motor Vehicle Accident,4,5
8592,2023-08-20 07:44,Motor Vehicle Accident,5,10
8593,2023-11-29 15:16,Motor Vehicle Accident,4,8
8594,2023-06-03 12:56,Motor Vehicle Accident,4,4
